id	filename	md5	size	state
a5ed26e6-f9b1-42f6-b43c-9fc8b032e69c	a5ed26e6-f9b1-42f6-b43c-9fc8b032e69c/TCGA-IG-A3YC-01A-21-A41X-20_RPPA_data.tsv	57729fc235f1fe42c5eb4305f12288a8	21926	validated
a658cdcb-4ec3-4deb-a906-a0753f6b5b16	a658cdcb-4ec3-4deb-a906-a0753f6b5b16/TCGA-IG-A3I8-01A-21-A41X-20_RPPA_data.tsv	49c39cb06a109dc7cef20d34178654cc	22123	validated
a715f15b-0dee-4af6-b309-325ca8215330	a715f15b-0dee-4af6-b309-325ca8215330/TCGA-JY-A6FA-01A-21-A41X-20_RPPA_data.tsv	42e7e11625381552f86df7a7c258e31b	22073	validated
a771958a-c987-4205-83b9-8d7ab798cc6e	a771958a-c987-4205-83b9-8d7ab798cc6e/TCGA-Q9-A6FU-01A-21-A41X-20_RPPA_data.tsv	7f38453656fa5427a6bfb65b1f3ec151	22047	validated
a7bf6a0f-83a3-4403-9546-036bbe068157	a7bf6a0f-83a3-4403-9546-036bbe068157/TCGA-IG-A51D-01A-21-A41X-20_RPPA_data.tsv	c2c65210222d2f54c48f009f2003ed56	22139	validated
a87c2e26-5c63-487d-973e-03161863be41	a87c2e26-5c63-487d-973e-03161863be41/TCGA-L5-A8NJ-01A-21-A41Y-20_RPPA_data.tsv	e60861e6f60f8112e2efeeba0c670642	22072	validated
aaa3fda0-418d-48bf-b50e-3a139dea3d51	aaa3fda0-418d-48bf-b50e-3a139dea3d51/TCGA-LN-A49R-01A-21-A41X-20_RPPA_data.tsv	47f8c00f2117904acf4e17c7c2b0b66e	22058	validated
ace1d83e-1f6d-49ef-9c02-5eb3d6fba127	ace1d83e-1f6d-49ef-9c02-5eb3d6fba127/TCGA-LN-A49V-01A-21-A41X-20_RPPA_data.tsv	a11eb4487b79c3b03429b919f7121507	22090	validated
b0a96578-bb73-4728-8dd0-fc82cad1a4ee	b0a96578-bb73-4728-8dd0-fc82cad1a4ee/TCGA-L5-A8NQ-01A-21-A41Y-20_RPPA_data.tsv	4ae860a2bb72e294632489fdbc8cf8f9	22063	validated
b2b3abda-fb54-410e-afda-5bb2f8e1e522	b2b3abda-fb54-410e-afda-5bb2f8e1e522/TCGA-L5-A4OJ-01A-21-A41X-20_RPPA_data.tsv	ec517f8b702700dc79e4fe1501538964	22038	validated
b2b8af9e-be49-4e23-b2b5-65e5ac18b1b2	b2b8af9e-be49-4e23-b2b5-65e5ac18b1b2/TCGA-LN-A7HY-01A-21-A41X-20_RPPA_data.tsv	135a41b2ac3419e62181c62187aedc4b	22054	validated
b2e4011e-f7a4-426c-93d3-ec690489cb71	b2e4011e-f7a4-426c-93d3-ec690489cb71/TCGA-LN-A4A4-01A-21-A41X-20_RPPA_data.tsv	1e1a3c7dc41bc46c227fafceb9d98790	22091	validated
b42f38b3-aee3-4dc4-86bc-2cb4e1ba45c7	b42f38b3-aee3-4dc4-86bc-2cb4e1ba45c7/TCGA-LN-A4MQ-01A-21-A41X-20_RPPA_data.tsv	a808882930fdfcc3a2a2fea789f9486e	22085	validated
b7c19860-39e0-4b04-a524-fcc6999d954b	b7c19860-39e0-4b04-a524-fcc6999d954b/TCGA-Q9-A6FW-01A-21-A41X-20_RPPA_data.tsv	559ca89970db69fade2c03e36d4778ad	22088	validated
ba8574d0-f0ad-4bab-952f-bc95862b0e5e	ba8574d0-f0ad-4bab-952f-bc95862b0e5e/TCGA-LN-A4A5-01A-41-A41X-20_RPPA_data.tsv	10a702765b05347cf8ef38d389b5bd44	22096	validated
bcea1c52-600c-4990-a908-27515ed760f9	bcea1c52-600c-4990-a908-27515ed760f9/TCGA-S8-A6BW-01A-21-A41Y-20_RPPA_data.tsv	a1a5c337368785322a9ad22c10d504d2	22076	validated
bf45f954-90f0-4458-9973-751676cba6cc	bf45f954-90f0-4458-9973-751676cba6cc/TCGA-XP-A8T6-01A-21-A41Y-20_RPPA_data.tsv	7793eb75412f49f918d4672757d51104	22104	validated
bfaef381-5a46-4b44-9aed-5622655d50b5	bfaef381-5a46-4b44-9aed-5622655d50b5/TCGA-IG-A3Y9-01A-21-A41X-20_RPPA_data.tsv	88c29671c2533c3b4ebef01abe010494	22099	validated
c40c63b8-b387-4259-8854-0e7d67aa5a8f	c40c63b8-b387-4259-8854-0e7d67aa5a8f/TCGA-IG-A50L-01A-21-A41X-20_RPPA_data.tsv	20eb658ef24bd19949196b93a2e81f89	21917	validated
c41950d5-c8bc-4c53-aa1a-43abd3c80790	c41950d5-c8bc-4c53-aa1a-43abd3c80790/TCGA-LN-A5U7-01A-21-A41X-20_RPPA_data.tsv	085c62d8f9af54b0e763ddac00953b17	22072	validated
c759cc5a-cc66-42d6-b816-d79a70a64fb8	c759cc5a-cc66-42d6-b816-d79a70a64fb8/TCGA-Z6-AAPN-01A-21-A41Y-20_RPPA_data.tsv	dab88398b2814ca659dd328e5b179167	22027	validated
c97e8dfb-263d-4141-afe8-32d45668f49a	c97e8dfb-263d-4141-afe8-32d45668f49a/TCGA-LN-A49N-01A-21-A41X-20_RPPA_data.tsv	631adc521e50f4b4e8f1c6d03e557913	22091	validated
c9ccbe48-2f87-4242-8b4d-b1b56ab4d9b0	c9ccbe48-2f87-4242-8b4d-b1b56ab4d9b0/TCGA-IG-A4P3-01A-21-A41X-20_RPPA_data.tsv	9e292be984863a6e3f86645a5b7ff447	22054	validated
cc764305-4a31-47bc-b186-859b819c0087	cc764305-4a31-47bc-b186-859b819c0087/TCGA-LN-A7HZ-01A-21-A41X-20_RPPA_data.tsv	82c70922d40287d723acb081d06f84e3	22103	validated
ccbfb457-3d84-4ba3-986d-8b7165bc1be6	ccbfb457-3d84-4ba3-986d-8b7165bc1be6/TCGA-L5-A43I-01A-21-A41X-20_RPPA_data.tsv	b33fef94a33651d6f4f9cc3c6cd47573	22117	validated
cebdd779-9549-4246-8e21-56716e211063	cebdd779-9549-4246-8e21-56716e211063/TCGA-LN-A49S-01A-21-A41X-20_RPPA_data.tsv	e32c231ba009c6f5800448ddb9e58d70	22097	validated
cf1ea1ba-8de7-4168-926a-856f1c84999a	cf1ea1ba-8de7-4168-926a-856f1c84999a/TCGA-LN-A7HW-01A-41-A41Y-20_RPPA_data.tsv	a98a7fae91618409c2a967889a86ebfd	22079	validated
cf55e99f-e9f8-49cf-9554-ac6bbb487ad2	cf55e99f-e9f8-49cf-9554-ac6bbb487ad2/TCGA-L5-A8NE-01A-21-A41Y-20_RPPA_data.tsv	7766459b769411836c96f68ae746d681	22030	validated
d6128f98-9ac9-415e-a29f-253f3d317cfe	d6128f98-9ac9-415e-a29f-253f3d317cfe/TCGA-L5-A8NW-01A-21-A41Y-20_RPPA_data.tsv	0ee9db3bc4185275f96965ddf1bafd40	22138	validated
d67f9db3-5288-4ca9-9262-0b3688704c56	d67f9db3-5288-4ca9-9262-0b3688704c56/TCGA-M9-A5M8-01A-21-A41X-20_RPPA_data.tsv	eae298984a0c27f3d4fd269ce7040c70	22010	validated
d8cf9cd1-b1ec-4aaf-9a0d-e7476ea9ccab	d8cf9cd1-b1ec-4aaf-9a0d-e7476ea9ccab/TCGA-JY-A6F8-01A-21-A41X-20_RPPA_data.tsv	e3699b2eb9a01bc21f8816360f195177	22028	validated
da44179b-45ce-49d9-b8a5-96c8820ed9fe	da44179b-45ce-49d9-b8a5-96c8820ed9fe/TCGA-LN-A4A9-01A-21-A41X-20_RPPA_data.tsv	46e9797434ee68d848b252c85e1a3fe1	22069	validated
dcd13584-5bff-47a2-ae3e-572c50f0a003	dcd13584-5bff-47a2-ae3e-572c50f0a003/TCGA-L5-A43C-01A-21-A41X-20_RPPA_data.tsv	883240cd02f759fafa6650301b74ee46	22095	validated
